Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
GSA,F1,2021-04-17-02-56-39,2021-04-17-03-36-06,2366.7489376068115,88324.8455207757,78143.89672321029,73727.21433592103,71293.91658784036,69648.02768962726,68995.2920944284,68729.66469906368,68494.98697664132,68369.38829917977,68321.32616359073
