Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
GSA,F1,2021-04-17-02-58-58,2021-04-17-02-59-39,41.211060762405396,107650.7890456438,94833.07098427456,88782.75166568007,85700.31573369645,83512.86242808668,82299.93880813199,81431.49851072297,80990.97073239561,80735.32678195417,80533.77529817932
